key,level,name,full_name,description,shade,parent
46,4,Xamarin iOS,User Interaction##Mobile Interaction##Mobile Presentation##Xamarin iOS,Xamarin.iOS exposes the complete iOS SDK for .NET developers. Build fully native iOS apps using C# or F# in Visual Studio.,"rgb(0, 86, 214)",2258
484,4,Yargs,Services##Logic Services##Business Logic##Yargs,Yargs helps you build interactive command line tools by parsing arguments.,"rgb(123, 33, 159)",2220
499,4,Yarn,Services##Logic Services##Business Logic##Yarn,Yarn is a package manager,"rgb(0, 199, 252)",2220
547,4,ZK,Services##Logic Services##Business Logic##ZK,ZK is the best open source Java framework for building enterprise web and mobile apps.,"rgb(38, 62, 15)",2220
545,4,Zalando for Java,Services##Logic Services##Business Logic##Zalando for Java,https://jobs.zalando.com/en/tech/?gh_src=281f2ef41us,"rgb(102, 97, 0)",2220
3122,4,Zeke Scheduler Utility,Services##Logic Services##Business Logic##Zeke Scheduler Utility,"Zeke is a software tool used to Submit and control the running of production events. It automates our work by scheduling dynamically and dispatching events. Zeke is supported on Z/OS, VSE OS and other distributed systems.","rgb(22, 47, 198)",2220
3089,4,ZeroMQ,System Interaction##Communication Services##Messaging Services##ZeroMQ,"ZeroMQ C# namespace (.NET and mono, Windows, Linux and MacOSX, x86 and amd64)","rgb(185, 45, 93)",2253
4063,4,ZeroMQ for Python,System Interaction##Communication Services##Messaging Services##ZeroMQ for Python,"lets Python programs use ZeroMQ sockets to send and receive messages between threads, processes, or even machines, with patterns like pub-sub, request-reply, and pipeline.","rgb(255, 106, 0)",2253
1791,4,Zope,User Interaction##Web Interaction##Web Presentation##Zope,Zope is a free and open source web application server written in the object-oriented programming language Python.,"rgb(0, 163, 215)",2278
4029,4,certifi,Services##Logic Services##Business Logic##certifi,"certifi is a Python library that provides a curated collection of up-to-date, trusted SSL/TLS root certificates","rgb(36, 115, 219)",2220
4055,4,cffi,Services##Logic Services##Business Logic Communication##cffi,cffi (C Foreign Function Interface) is a Python library that provides a way to call C code and use C libraries directly from Python with ease and efficiency.,"rgb(202, 28, 28)",2221
3900,4,click,Services##Logic Services##Business Logic##click,"click is a Python library for creating command-line interfaces (CLIs) with ease. It’s designed to handle the complexities of building robust and user-friendly command-line tools, making it easy to handle arguments, options, and subcommands","rgb(42, 187, 157)",2220
380,4,cssnano,Services##Logic Services##Business Logic##cssnano,"cssnano takes your nicely formatted CSS and runs it through many focused optimisations, to ensure that the final result is as small as possible for a production environment.","rgb(64, 185, 123)",2220
4002,4,documents4j,Services##Output Services##Reporting Services##documents4j,documents4j is a Java library for converting documents into another document format.,"rgb(39, 36, 204)",2264
3989,4,email-validator,Services##Logic Services##Business Logic Communication##email-validator,"email-validator is a Python library for validating, parsing, and formatting email addresses to ensure they are properly structured and optionally exist via DNS checks.","rgb(0, 140, 180)",2221
3896,4,gRPC (gRPCio),Services##Logic Services##Business Logic Communication##gRPC (gRPCio),"gRPC is a high-performance, open-source framework for building distributed systems and microservices. It allows communication between applications using Remote Procedure Calls (RPCs) over HTTP/2. gRPC uses Protocol Buffers (Protobuf) for efficient serialization and supports many programming languages.","rgb(0, 140, 180)",2221
30,4,gRPC for .NET,Services##Logic Services##Business Logic Communication##gRPC for .NET,"A high performance, open source universal RPC framework.","rgb(0, 163, 215)",2221
105,4,gRPC for Java,Services##Logic Services##Business Logic Communication##gRPC for Java,"A high performance, open source universal RPC framework.","rgb(0, 163, 215)",2221
382,4,gRPC for WebClients,User Interaction##Web Interaction##Web Communication##gRPC for WebClients,gRPC for WebClients libraries,"rgb(255, 64, 19)",2275
2234,4,iOS Business Logic,User Interaction##Mobile Interaction##Mobile Business Logic##iOS Business Logic,iOS Business Logic,"rgba(75, 73, 73, 0.9)",2254
2235,4,iOS Communication,User Interaction##Mobile Interaction##Mobile Communication##iOS Communication,iOS Communication,"rgba(75, 73, 73, 0.9)",2255
2236,4,iOS Data Access,User Interaction##Mobile Interaction##Mobile Data Access##iOS Data Access,iOS Data Access,"rgba(75, 73, 73, 0.9)",2256
2242,4,iOS Presentation,User Interaction##Mobile Interaction##Mobile Presentation##iOS Presentation,iOS Presentation,"rgba(75, 73, 73, 0.9)",2258
587,4,iText 2,Services##Output Services##Reporting Services##iText 2,"iText, a free Java-PDF library (rtf package)

Note: This artifact was moved to com.itextpdf.
iText 2 is EOL. iText 7 is the latest version of iText's leading PDF library
iText 2 is no longer being developed nor supported.","rgb(169, 104, 0)",2264
3468,4,iTextSharp,Services##Output Services##Reporting Services##iTextSharp,"PLEASE NOTE: iTextSharp is EOL, and has been replaced by iText. Only security fixes will be added
We HIGHLY recommend customers use iText for new projects, and to consider moving existing projects from iTextSharp to iText to benefit from the many improvements such as:
- HTML to PDF (PDF/A) conversion","rgb(181, 26, 0)",2264
521,4,itextpdf,Services##Output Services##Reporting Services##itextpdf,iText is a library for creating and manipulating PDF files in Java,"rgb(0, 86, 214)",2264
4047,4,itsdangerous,Services##Logic Services##Business Logic##itsdangerous,Python library used primarily for securely signing data. It's commonly used in web applications to generate secure tokens.,"rgb(42, 187, 157)",2220
85,4,jBPM,Services##Logic Services##Business Logic##jBPM,jBPM is a toolkit for building business applications to help automate business processes and decisions.,"rgb(255, 106, 0)",2220
573,4,jOOQ,Services##Logic Services##Data Access Services##jOOQ,jOOQ generates Java code from your database and lets you build type safe SQL queries through its fluent API.,"rgb(181, 26, 0)",2225
15,4,jQuery,User Interaction##Web Interaction##Web Presentation##jQuery,"jQuery is a fast, small, and feature-rich JavaScript library","rgb(0, 46, 122)",2278
40,4,jQuery for .NET,User Interaction##Web Interaction##Web Communication##jQuery for .NET,jQuery libraries for .NET,"rgb(0, 109, 143)",2275
3462,4,jTDS,Services##Logic Services##Business Logic##jTDS,"jTDS is an open source 100% pure Java (type 4) JDBC 3.0 driver for Microsoft SQL Server (6.5, 7, 2000, 2005, 2008, 2012) and Sybase ASE (10, 11, 12, 15). jTDS is based on FreeTDS and is currently the fastest production-ready JDBC driver for SQL Server and Sybase. jTDS is 100% JDBC 3.0 compatible, supporting forward-only and scrollable/updateable ResultSets and implementing all the DatabaseMetaData and ResultSetMetaData methods.","rgb(154, 36, 79)",2220
549,4,json-lib,Services##Logic Services##Business Logic##json-lib,"JSON-lib is a java library for transforming beans, maps, collections, java arrays and XML to JSON and back again to beans and DynaBeans.","rgb(181, 26, 0)",2220
467,4,protobuf.js,Services##Logic Services##Business Logic##protobuf.js,Protocol Buffers for JavaScript (& TypeScript),"rgb(79, 85, 3)",2220
4060,4,psutil,Services##Logic Services##Business Logic##psutil,"psutil helps you monitor and manage system resources and processes programmatically — useful for system monitoring, profiling, and diagnostics.","rgb(9, 113, 101)",2220
3973,4,pyOpenSSL,Services##Logic Services##Business Logic Communication##pyOpenSSL,A Python wrapper around the OpenSSL,"rgb(42, 187, 157)",2221
4042,4,pytest,Services##Logic Services##Business Logic##pytest,pytest is a Python testing framework that simplifies writing and running tests with a clean syntax and powerful tools for complex testing needs.,"rgb(105, 185, 247)",2220
3213,4,sauronsoftware,Services##Logic Services##Business Logic##sauronsoftware,"The Sauron Software Projects Repository hosts software projects developed by Carlo Pelliccia and released for free under Free Software licenses.

Hosted projects
CloneRNX - A simple and funny Java game.
cron4j - A scheduler for the Java 2 platform which is very similar to the UNIX cron daemon.
feed4j - A Java library implementing a XML feeds parser.
ftp4j - A Java library implementing a FTP client.
grab4j - A web-grabbing Java library.
Java Base64 - A Java library that can encode and decode base64 streams.
JAVE - A Java library that can transcode audio and video files from a format to another.
JUnique - A library that can be used to prevent a user to run at the same time more instances of the same Java application.
Kickstart - A Windows starter for Java applications. It generates EXE files from runnable Java archives (JAR).","rgb(100, 160, 60)",2220
3916,4,spaCy,Services##Logic Services##Business Logic##spaCy,"spaCy is a fast, efficient NLP library designed for production use. It includes pre-trained models for various languages and tools for text processing.","rgb(42, 187, 157)",2220
3899,4,toml,Services##Logic Services##Business Logic##toml,"toml is a Python library used to parse and generate TOML (Tom’s Obvious, Minimal Language) files. TOML is a data serialization language primarily used for configuration files, aiming for simplicity and ease of use","rgb(0, 140, 180)",2220
3249,4,veraPDF,Services##Output Services##Reporting Services##veraPDF,"veraPDF is a purpose-built, open source, file-format validator covering all PDF/A and PDF/UA parts and conformance levels.

veraPDF is designed to meet the needs of digital preservationists and is supported by the PDF software developer community","rgb(121, 26, 62)",2264
472,4,webpack,Services##Logic Services##Business Logic##webpack,webpack is a static module bundler for modern JavaScript applications.,"rgb(0, 163, 215)",2220
592,4,xmlpull,Services##Logic Services##Business Logic##xmlpull,XML Pull Parsing API,"rgb(181, 26, 0)",2220
2002,5, DotNET Kafka MQ Publishers,System Interaction##Communication Services##Messaging Services##Apache Kafka for .NET## DotNET Kafka MQ Publishers, DotNET Kafka MQ Publishers,"rgb(213, 10, 10)",3337
2003,5, DotNET Kafka MQ Receivers,System Interaction##Communication Services##Messaging Services##Apache Kafka for .NET## DotNET Kafka MQ Receivers, DotNET Kafka MQ Receivers,"rgb(213, 10, 10)",3337
2202,5, Shell AWS SQS Subscribers,System Interaction##Communication Services##Messaging Services##AWS SQS## Shell AWS SQS Subscribers, Shell AWS SQS Subscribers,"rgb(180, 138, 3)",1872
3681,5,ABAP BAdI,Services##Logic Services##Business Logic##SAP##ABAP BAdI,BAdI (Business Add-In) is a SAP enhancement component that allows custom functionality to be added to standard SAP applications without modifying the original SAP code.,"rgb(111, 181, 211)",1823
3683,5,ABAP Class,Services##Logic Services##Business Logic##SAP##ABAP Class,ABAP Class and Class Pool,"rgb(121, 194, 226)",1823
3700,5,ABAP Form,Services##Logic Services##Business Logic##SAP##ABAP Form,ABAP Form,"rgb(180, 15, 240)",1823
3684,5,ABAP Function,Services##Logic Services##Business Logic##SAP##ABAP Function,ABAP Function and Function Pool,"rgb(122, 58, 146)",1823
3685,5,ABAP Interface,Services##Logic Services##Business Logic##SAP##ABAP Interface,ABAP Interface and Interface Pool,"rgb(228, 185, 243)",1823
3692,5,ABAP Managed Procedures (AMDP),Services##Logic Services##Data Access Services##SAP Data Access##ABAP Managed Procedures (AMDP),ABAP Managed Database Procedures (AMDP) : Custom SQLScript logic written in ABAP methods but executed directly in SAP HANA for performance optimization.,"rgb(21, 80, 17)",3690
3689,5,ABAP Missing Objects,Services##Logic Services##Business Logic##SAP##ABAP Missing Objects,ABAP Missing Objects,"rgb(8, 68, 94)",1823
3686,5,ABAP Module,Services##Logic Services##Business Logic##SAP##ABAP Module,ABAP Module and Module Pool,"rgb(180, 15, 240)",1823
3682,5,ABAP Program,Services##Logic Services##Business Logic##SAP##ABAP Program,ABAP Program,"rgb(8, 68, 94)",1823
3679,5,ABAP Screen,User Interaction##Screen Interaction##Terminal Presentation##SAP Presentation##ABAP Screen,ABAP Processing and Selection Screens,"rgb(89, 10, 176)",3678
3687,5,ABAP User-Exit,Services##Logic Services##Business Logic##SAP##ABAP User-Exit,ABAP Module Pool,"rgb(180, 15, 240)",1823
1896,5,ADO.NET Queries,Services##Logic Services##Data Access Services##ADO.NET##ADO.NET Queries,ADO.NET Queries,"rgb(103, 48, 176)",1895
3817,5,ADODB Query,Services##Logic Services##Data Access Services##ADODB##ADODB Query,DotNet ADODB SQL Queries,"rgb(153, 41, 189)",3184
1897,5,API AWS SDK for Java,Services##Logic Services##Business Logic##AWS SDK Java##API AWS SDK for Java,API AWS SDK for Java,"rgb(198, 153, 8)",1909
1898,5,ASP Pages,User Interaction##Web Interaction##Web Presentation##Classic ASP##ASP Pages,ASP Pages,"rgb(103, 48, 176)",3131
1902,5,ASP.NET MVC Controller,User Interaction##Web Interaction##Web Coordination##ASP.NET Business Logic##ASP.NET MVC Controller,Controller Classes for ASP.NET MVC,"rgb(103, 48, 176)",1899
1904,5,ASP.NET Razor,User Interaction##Web Interaction##Web Coordination##ASP.NET Business Logic##ASP.NET Razor,ASP.NET Razor application components,"rgb(103, 41, 227)",1899
1905,5,ASP.NET Razor Pages,User Interaction##Web Interaction##Web Presentation##ASP.NET Presentation##ASP.NET Razor Pages,ASP.NET Razor Pages,"rgb(103, 41, 227)",1903
1906,5,ASP.NET Razor Web Services Call,User Interaction##Web Interaction##Web Communication##ASP.NET Communication##ASP.NET Razor Web Services Call,Web services call from ASP.NET Razor Pages,"rgb(103, 41, 227)",1900
1908,5,ASP.NET Web Page Classes,User Interaction##Web Interaction##Web Coordination##ASP.NET Business Logic##ASP.NET Web Page Classes,"Classes that represent an .aspx file, also known as a Web Forms page, requested from a server that hosts an ASP.NET Web application.","rgb(103, 41, 227)",1899
1907,5,ASP.NET Web Services,System Interaction##Communication Services##Exposed API##ASP.NET Exposed Services##ASP.NET Web Services,ASP.NET Exposed Web Services,"rgb(15, 42, 204)",1901
3133,5,ASP.NET WebApi Services,System Interaction##Communication Services##Exposed API##ASP.NET Exposed Services##ASP.NET WebApi Services,ASP.NET WebApi Exposed Services,"rgb(103, 50, 100)",1901
1911,5,Aiohttp Exposed API,System Interaction##Communication Services##Exposed API##Python Exposed Services##Aiohttp Exposed API,Exposed API using Aiohttp library,"rgb(91, 176, 48)",2176
1912,5,Android Activities,User Interaction##Mobile Interaction##Mobile Business Logic##Android Business Logic##Android Activities,All Android Java/Kotlin Activities,"rgb(154, 208, 18)",1913
1916,5,Android Local Storage,User Interaction##Mobile Interaction##Mobile Data Access##Android Data Access##Android Local Storage,All Android Java/Kotlin local storage,"rgb(154, 208, 18)",1915
1918,5,Android Resources,User Interaction##Mobile Interaction##Mobile Business Logic##Android Business Logic##Android Resources,All Android Java/Kotlin Resources,"rgb(154, 208, 18)",1913
1919,5,Android Services,User Interaction##Mobile Interaction##Mobile Business Logic##Android Business Logic##Android Services,All Android Java/Kotlin Services,"rgb(154, 208, 18)",1913
1920,5,Android UI Files,User Interaction##Mobile Interaction##Mobile Presentation##Android Presentation##Android UI Files,All XML files used to design Android UI,"rgb(154, 208, 18)",1917
1921,5,Android Web Service Call,User Interaction##Mobile Interaction##Mobile Communication##Android Communication##Android Web Service Call,Android Web Service Call,"rgb(154, 208, 18)",1914
1923,5,Angular Web Service Call,User Interaction##Web Interaction##Web Communication##Angular Communication##Angular Web Service Call,Angular Web Service Call,"rgb(194, 6, 6)",1922
1925,5,AngularJS Web Service Call,User Interaction##Web Interaction##Web Communication##Angular Communication##AngularJS Web Service Call,AngularJS Web Service Call,"rgb(194, 6, 6)",1922
1926,5,Apache Camel ActiveMQ Publishers,System Interaction##Communication Services##Messaging Services##Apache Camel MQ##Apache Camel ActiveMQ Publishers,Apache Camel ActiveMQ Publishers,"rgb(250, 126, 20)",1935
1927,5,Apache Camel ActiveMQ Subscribers,System Interaction##Communication Services##Messaging Services##Apache Camel MQ##Apache Camel ActiveMQ Subscribers,Apache Camel ActiveMQ Subscribers,"rgb(250, 126, 20)",1935
1928,5,Apache Camel Exposed API,System Interaction##Communication Services##Exposed API##JEE Exposed Services##Apache Camel Exposed API,Apache Camel Exposed API,"rgb(250, 126, 20)",2056
1929,5,Apache Camel IBM Publishers,System Interaction##Communication Services##Messaging Services##Apache Camel MQ##Apache Camel IBM Publishers,Apache Camel IBM Publishers ,"rgb(250, 126, 20)",1935
1930,5,Apache Camel IBM Subscribers,System Interaction##Communication Services##Messaging Services##Apache Camel MQ##Apache Camel IBM Subscribers,Apache Camel IBM Subscribers,"rgb(250, 126, 20)",1935
1931,5,Apache Camel JMS Publishers,System Interaction##Communication Services##Messaging Services##Apache Camel MQ##Apache Camel JMS Publishers,Apache Camel JMS Publishers,"rgb(250, 126, 20)",1935
1932,5,Apache Camel JMS Subscribers,System Interaction##Communication Services##Messaging Services##Apache Camel MQ##Apache Camel JMS Subscribers,Apache Camel JMS Subscribers,"rgb(250, 126, 20)",1935
1933,5,Apache Camel Kafka Publishers,System Interaction##Communication Services##Messaging Services##Apache Camel MQ##Apache Camel Kafka Publishers,Apache Camel Kafka Publishers,"rgb(250, 126, 20)",1935
1934,5,Apache Camel Kafka Subscribers,System Interaction##Communication Services##Messaging Services##Apache Camel MQ##Apache Camel Kafka Subscribers,Apache Camel Kafka Subscribers,"rgb(250, 126, 20)",1935
1937,5,Apache Camel RabbitMQ Publishers,System Interaction##Communication Services##Messaging Services##Apache Camel MQ##Apache Camel RabbitMQ Publishers,Apache Camel RabbitMQ Publishers,"rgb(250, 126, 20)",1935
1938,5,Apache Camel RabbitMQ Receivers,System Interaction##Communication Services##Messaging Services##Apache Camel MQ##Apache Camel RabbitMQ Receivers,Apache Camel RabbitMQ Receivers,"rgb(250, 126, 20)",1935
1939,5,Apache Cassandra CQL,Services##Logic Services##Data Access Services##Apache Cassandra##Apache Cassandra CQL,"Apache Cassandra CQL Schema, tables, Tables Columns, Indexes and Primary Keys","rgb(188, 21, 21)",129
2091,5,Apache FreeMarker UI Call,User Interaction##Web Interaction##Web Presentation##Apache FreeMarker##Apache FreeMarker UI Call,Apache FreeMarker UI Call by Java,"rgb(10, 160, 241)",334
3847,5,Apache NMS AMQP Publishers,System Interaction##Communication Services##Messaging Services##Apache ActiveMQ NMS##Apache NMS AMQP Publishers,Apache NMS AMQP publishers,"rgb(81, 45, 210)",33
3848,5,Apache NMS AMQP Receivers,System Interaction##Communication Services##Messaging Services##Apache ActiveMQ NMS##Apache NMS AMQP Receivers,Apache NMS AMQP Receivers,"rgb(81, 45, 210)",33
3846,5,Apache NMS ActiveMQ Publishers,System Interaction##Communication Services##Messaging Services##Apache ActiveMQ NMS##Apache NMS ActiveMQ Publishers,Apache NMS ActiveMQ publishers,"rgb(104, 91, 149)",33
3323,5,Apache OpenJPA Entity,Services##Logic Services##Data Access Services##Apache OpenJPA##Apache OpenJPA Entity,Apache OpenJPA Entity and Entity Operation,"rgb(181, 26, 0)",172
1940,5,Apache Spark JDBC,Services##Logic Services##Data Access Services##Spark for Java##Apache Spark JDBC,Apache Spark JDBC,"rgb(250, 126, 20)",638
3351,5,Apache Spark JDBC Query,Services##Logic Services##Data Access Services##Spark for Java##Apache Spark JDBC Query,Apache Spark JDBC SQL queries,"rgb(250, 126, 20)",638
3180,5,Apache Velocity UI Call,User Interaction##Web Interaction##Web Presentation##Apache Velocity##Apache Velocity UI Call,Apache Velocity UI Call,"rgb(181, 26, 0)",102
1941,5,Apache Wicket Event,User Interaction##Web Interaction##Web Presentation##Apache Wicket##Apache Wicket Event,Apache Wicket Event,"rgb(184, 106, 3)",160
1949,5,BIRT Report,Services##Output Services##Reporting Services##Eclipse BIRT##BIRT Report,BIRT Report,"rgb(26, 95, 206)",331
3387,5,Beans,Services##Logic Services##Business Logic##JEE Business Logic##Beans,"All Beans that can used with Java Applications: CDI Named Bean, Java Bean, Spring Bean, JSF Managed Bean, and XML Bean ...","rgb(199, 180, 0)",3386
1950,5,Bottle Exposed API,System Interaction##Communication Services##Exposed API##Python Exposed Services##Bottle Exposed API,Exposed API using Bottle library,"rgb(91, 176, 48)",2176
3711,5,C# Class DAO,Services##Logic Services##Data Access Services##DotNET Data Access##C# Class DAO,,"rgb(121, 26, 62)",3710
1952,5,C# Form Classes,User Interaction##Screen Interaction##Rich Client Presentation##DotNET Presentation##C# Form Classes,C# Form Classes,"rgb(103, 48, 176)",2007
1955,5,CICS Presentation,User Interaction##Screen Interaction##Terminal Presentation##Mainframe Presentation##CICS Presentation,"CICS MAP, MAPSET and BMS","rgb(89, 10, 176)",2127
3322,5,CICS SOAP Operation,Services##Logic Services##Business Logic Communication##CICS SOAP Webservice##CICS SOAP Operation,CICS SOAP Operation,"rgb(3, 48, 176)",3309
3310,5,CICS SOAP Operation Call,Services##Logic Services##Business Logic Communication##CICS SOAP Webservice##CICS SOAP Operation Call,CICS SOAP Operation Call,"rgb(13, 48, 176)",3309
2207,5,CICS Temporary data sets,Data Services##Data File Services##Local Persistence##CICS Data Storage##CICS Temporary data sets,CICS temporary data sets,"rgb(18, 134, 192)",1954
1956,5,CICS Transient Data Queues,Data Services##Data File Services##Local Persistence##CICS Data Storage##CICS Transient Data Queues,"CICS Transient Data allowed application programs to write, read, and delete data that is in a transient data queue.","rgb(89, 10, 176)",1954
1957,5,CL Data Queue Publishers,System Interaction##Communication Services##Messaging Services##IBM DQ##CL Data Queue Publishers,All CL Data Queue Publishers,"rgb(202, 40, 40)",2039
1958,5,CL Data Queue Receiver,System Interaction##Communication Services##Messaging Services##IBM DQ##CL Data Queue Receiver,All CL Data Queue Receivers,"rgb(202, 40, 40)",2039
3978,5,CL EXEC SQL,Services##Logic Services##Data Access Services##IBM i Data Access##CL EXEC SQL,CL EXEC SQL Queries,"rgb(67, 45, 180)",3977
1961,5,CL IV IBM MQ Publishers,System Interaction##Communication Services##Messaging Services##IBM MQ##CL IV IBM MQ Publishers,CL 400 IBM MQ Publishers,"rgb(129, 29, 219)",2040
1962,5,CL IV IBM MQ Receivers,System Interaction##Communication Services##Messaging Services##IBM MQ##CL IV IBM MQ Receivers,CL 400 IBM MQ Receivers,"rgb(129, 29, 219)",2040
3850,5,CLONE - Apache NMS ActiveMQ Receivers,System Interaction##Communication Services##Messaging Services##Apache ActiveMQ NMS##CLONE - Apache NMS ActiveMQ Receivers,Apache NMS ActiveMQ Receivers,"rgb(104, 91, 149)",33
3988,5,CLONE - Pyramid Exposed API,System Interaction##Communication Services##Exposed API##Python Exposed Services##CLONE - Pyramid Exposed API,Exposed API using Pyramid library,"rgb(91, 176, 48)",2176
1963,5,CSS Files,User Interaction##Web Interaction##Web Presentation##HTML Templates##CSS Files,CSS Source code as files or fragments,"rgb(49, 117, 206)",18
1964,5,CherryPy Exposed API,System Interaction##Communication Services##Exposed API##Python Exposed Services##CherryPy Exposed API,Exposed API using CherryPy library,"rgb(91, 176, 48)",2176
3207,5,Cobol Batch Program,Services##Logic Services##Business Logic##Cobol Business Logic##Cobol Batch Program,"A COBOL Batch Program is a program designed to run in batch mode on a mainframe or legacy system. These programs are typically used for processing large volumes of data without user interaction. COBOL Batch Programs often read input data from files, process it according to business logic, and write the results to output files","rgb(121, 54, 138)",1965
1966,5,Cobol Data,Services##Logic Services##Business Logic##Cobol Business Logic##Cobol Data,Cobol Data,"rgb(156, 23, 223)",1965
1968,5,Cobol File Link,Services##Logic Services##Data Access Services##Cobol Data File Access##Cobol File Link,Cobol File Link,"rgb(0, 0, 0)",1967
3206,5,Cobol Transactional Program,Services##Logic Services##Business Logic##Cobol Business Logic##Cobol Transactional Program,"A COBOL Transactional Program is a program that is designed to perform transaction processing in a mainframe or legacy system. These programs are typically used in banking, finance, and other industries where large volumes of transactions need to be processed efficiently. COBOL Transactional Programs often interact with databases and other systems to retrieve and update information as part of a transaction.","rgb(138, 27, 97)",1965
1969,5,Config AWS API Gateway,System Interaction##Communication Services##Exposed API##AWS API Gateway##Config AWS API Gateway,AWS API Gateway using Cloud configurations,"rgb(198, 153, 8)",1873
1970,5,Config AWS Lambda,Services##Logic Services##Business Logic##AWS Lambda##Config AWS Lambda,AWS Lambda from Cloud Config ,"rgb(250, 126, 20)",1865
1971,5,Config AWS SNS Publishers,System Interaction##Communication Services##Messaging Services##AWS SNS##Config AWS SNS Publishers,Config AWS SNS Publishers,"rgb(111, 42, 202)",1871
1972,5,Config AWS SNS Subscribers,System Interaction##Communication Services##Messaging Services##AWS SNS##Config AWS SNS Subscribers,Config AWS SNS Subscribers,"rgb(111, 42, 202)",1871
1973,5,Config AWS SQS Publishers,System Interaction##Communication Services##Messaging Services##AWS SQS##Config AWS SQS Publishers,AWS SQS Publishers provided by Cloud Config ,"rgb(180, 138, 3)",1872
1974,5,Config AWS SQS Subscribers,System Interaction##Communication Services##Messaging Services##AWS SQS##Config AWS SQS Subscribers,Config AWS SQS Subscribers,"rgb(180, 138, 3)",1872
1976,5,Dapper Entity,Services##Logic Services##Data Access Services##Dapper##Dapper Entity,Dapper Entities,"rgb(142, 21, 217)",271
1977,5,Dapper Query,Services##Logic Services##Data Access Services##Dapper##Dapper Query,Dapper Queries,"rgb(142, 21, 217)",271
249,5,DataStax Cassandra,Services##Logic Services##Data Access Services##Apache Cassandra##DataStax Cassandra,"DataStax Cassandra is a scale-out, cloud-native NoSQL database built on Apache Cassandra.","rgb(227, 36, 0)",129
3816,5,DbUtils Query,Services##Logic Services##Data Access Services##DbUtils##DbUtils Query,Apache Commons DbUtils Queries,"rgb(207, 97, 7)",3236
1975,5,Direct Web Remoting Call,User Interaction##Web Interaction##Web Presentation##Direct Web Remoting##Direct Web Remoting Call,Direct Web Remoting,"rgb(176, 46, 46)",401
1979,5,Django Exposed API,System Interaction##Communication Services##Exposed API##Python Exposed Services##Django Exposed API,Exposed API using Django library,"rgb(91, 176, 48)",2176
1980,5,DotNET AWS API Gateway,System Interaction##Communication Services##Exposed API##AWS API Gateway##DotNET AWS API Gateway,AWS API Gateway using DotNET SDK,"rgb(198, 153, 8)",1873
1981,5,DotNET AWS DynamoDB,Data Services##Database Services##NoSQL Services##AWS DynamoDB##DotNET AWS DynamoDB,AWS DynamoDB using CGP .NET SDK access,"rgb(9, 130, 221)",1867
1982,5,DotNET AWS Lambda handler,Services##Logic Services##Business Logic##AWS Lambda##DotNET AWS Lambda handler,.NET AWS Lambda handler ,"rgb(250, 126, 20)",1865
1983,5,DotNET AWS S3,Data Services##Data File Services##File Storage##AWS S3##DotNET AWS S3,AWS S3 using AWS .NET SDK access,"rgb(213, 10, 10)",1866
1984,5,DotNET AWS SNS Publishers,System Interaction##Communication Services##Messaging Services##AWS SNS##DotNET AWS SNS Publishers,DotNET AWS SNS Publishers,"rgb(111, 42, 202)",1871
1985,5,DotNET AWS SNS Subscribers,System Interaction##Communication Services##Messaging Services##AWS SNS##DotNET AWS SNS Subscribers,DotNET AWS SNS Subscribers,"rgb(111, 42, 202)",1871
1986,5,DotNET AWS SQS Publishers,System Interaction##Communication Services##Messaging Services##AWS SQS##DotNET AWS SQS Publishers,.NET AWS SQS Publishers,"rgb(180, 138, 3)",1872
1987,5,DotNET AWS SQS Subscribers,System Interaction##Communication Services##Messaging Services##AWS SQS##DotNET AWS SQS Subscribers,DotNET AWS SQS Subscribers,"rgb(180, 138, 3)",1872
3036,5,DotNET Apache Lucene,Data Services##Database Services##NoSQL Services##Apache Lucene##DotNET Apache Lucene,DotNET Apache Lucene indexes,"rgb(18, 160, 40)",3035
3034,5,DotNET Apache Solr,Data Services##Database Services##NoSQL Services##Apache Solr##DotNET Apache Solr,DotNET Apache Solr Indexes,"rgb(229, 29, 29)",3032
1988,5,DotNET Azure Blob,Data Services##Data File Services##File Storage##Azure Blob for .NET##DotNET Azure Blob,Azure Blob using Azure .NET SDK access,"rgb(57, 164, 231)",3735
1989,5,DotNET Azure CosmosDB,Data Services##Database Services##NoSQL Services##Azure Cosmos DB##DotNET Azure CosmosDB,DotNET Azure CosmosDB Collections,"rgb(16, 65, 223)",1943
1990,5,DotNET Azure Event Hub Publishers,System Interaction##Communication Services##Messaging Services##Azure Event Hub##DotNET Azure Event Hub Publishers,All publishers created using Azure Event Hub .NET SDK,"rgb(12, 182, 20)",1944
1991,5,DotNET Azure Event Hub Receivers,System Interaction##Communication Services##Messaging Services##Azure Event Hub##DotNET Azure Event Hub Receivers,All receivers created using Azure Event Hub .NET SDK,"rgb(12, 182, 20)",1944
1992,5,DotNET Azure Function,Services##Logic Services##Business Logic##Azure Function##DotNET Azure Function,DotNET Azure Function,"rgb(10, 120, 241)",1945
1993,5,DotNET Azure HttpTrigger,System Interaction##Communication Services##Exposed API##Azure HttpTrigger##DotNET Azure HttpTrigger,DotNET Azure HttpTrigger,"rgb(53, 185, 217)",1946
1995,5,DotNET Couchbase,Data Services##Database Services##NoSQL Services##Couchbase##DotNET Couchbase,DotNET Couchbase Bucket/Collection,"rgb(219, 29, 29)",1854
1996,5,DotNET Elasticsearch,Data Services##Database Services##NoSQL Services##Elasticsearch##DotNET Elasticsearch,DotNET Elasticsearch ,"rgb(229, 198, 16)",1857
